,State,County,ICU Beds,Total Population,Population Aged 60+,Percent of Population Aged 60+,Residents Aged 60+ Per Each ICU Bed,Hospital Beds
447,Georgia,Gilmer,0,29614,9166,31.0,,50.0
448,Georgia,Glascock,0,3027,713,23.6,,
449,Georgia,Glynn,24,83467,20679,24.8,862.0,401.0
450,Georgia,Gordon,8,56424,10941,19.4,1368.0,80.0
451,Georgia,Grady,4,25048,5593,22.3,1398.0,159.0
452,Georgia,Greene,0,16732,6034,36.1,,3460.0
453,Georgia,Gwinnett,82,889954,122430,13.8,1493.0,1846.0
454,Georgia,Habersham,4,43878,10665,24.3,2666.0,53.0
455,Georgia,Hall,85,192865,36793,19.1,433.0,2714.0
456,Georgia,Hancock,0,8667,2435,28.1,,1512.0
457,Georgia,Haralson,0,28722,6357,22.1,,25.0
458,Georgia,Harris,0,33198,7948,23.9,,21205.0
459,Georgia,Hart,0,25535,7015,27.5,,107.0
460,Georgia,Heard,0,11607,2692,23.2,,
461,Georgia,Henry,40,217506,34127,15.7,853.0,863.0
462,Georgia,Houston,36,150341,25522,17.0,709.0,1108.0
463,Georgia,Irwin,0,9278,2170,23.4,,34.0
464,Georgia,Jackson,0,63851,12724,19.9,,8865.0
465,Georgia,Jasper,0,13732,3116,22.7,,613.0
466,Georgia,Jeff Davis,4,14999,3219,21.5,805.0,25.0
467,Georgia,Jefferson,0,15954,3828,24.0,,28417.0
468,Georgia,Jenkins,0,8929,2049,22.9,,25.0
469,Georgia,Johnson,0,9800,2334,23.8,,6673.0
470,Georgia,Jones,0,28540,6333,22.2,,440.0
471,Georgia,Lamar,0,18282,3955,21.6,,654.0
472,Georgia,Lanier,0,10388,1972,19.0,,25.0
473,Georgia,Laurens,16,47451,10610,22.4,663.0,444.0
474,Georgia,Lee,0,29216,4964,17.0,,3672.0
475,Georgia,Liberty,0,62120,7447,12.0,,1185.0
476,Georgia,Lincoln,0,7768,2318,29.8,,5226.0
477,Georgia,Long,0,17857,2398,13.4,,
478,Georgia,Lowndes,48,113941,17921,15.7,373.0,790.0
479,Georgia,Lumpkin,0,31567,7478,23.7,,49.0
480,Georgia,McDuffie,0,21488,4855,22.6,,72.0
481,Georgia,McIntosh,0,14061,4475,31.8,,54.0
482,Georgia,Macon,0,13675,2925,21.4,,2368.0
483,Georgia,Madison,0,28600,6721,23.5,,8477.0
484,Georgia,Marion,0,8558,2190,25.6,,13297.0
485,Georgia,Meriwether,0,21152,5261,24.9,,188.0
486,Georgia,Miller,0,5884,1561,26.5,,87.0
487,Georgia,Mitchell,0,22574,4919,21.8,,194.0
488,Georgia,Monroe,0,26795,6594,24.6,,8404.0
489,Georgia,Montgomery,0,8962,1891,21.1,,15309.0
490,Georgia,Morgan,0,18013,4678,26.0,,967.0
491,Georgia,Murray,0,39444,7520,19.1,,92.0
492,Georgia,Muscogee,61,198647,34483,17.4,565.0,2373.0
493,Georgia,Newton,10,105042,18455,17.6,1846.0,615.0
494,Georgia,Oconee,0,35972,7602,21.1,,169.0
495,Georgia,Oglethorpe,0,14654,3441,23.5,,
496,Georgia,Paulding,8,152399,21365,14.0,2671.0,324.0
497,Georgia,Peach,0,27027,5201,19.2,,1049.0
498,Georgia,Pickens,6,30343,8464,27.9,1411.0,268.0
499,Georgia,Pierce,0,19141,4228,22.1,,2603.0
500,Georgia,Pike,0,17919,3658,20.4,,771.0
501,Georgia,Polk,0,41444,8705,21.0,,5166.0
502,Georgia,Pulaski,6,11396,2806,24.6,468.0,9821.0
503,Georgia,Putnam,0,21430,6275,29.3,,645.0
504,Georgia,Quitman,0,2140,913,42.7,,33.0
505,Georgia,Rabun,0,16354,5564,34.0,,25.0
506,Georgia,Randolph,0,7206,2258,31.3,,1633.0
507,Georgia,Richmond,264,201568,38152,18.9,145.0,7816.0
508,Georgia,Rockdale,16,88482,17124,19.4,1070.0,146.0
509,Georgia,Schley,0,5168,1100,21.3,,
510,Georgia,Screven,0,14037,3450,24.6,,25.0
511,Georgia,Seminole,0,8549,2541,29.7,,1062.0
512,Georgia,Spalding,22,64192,14777,23.0,672.0,160.0
513,Georgia,Stephens,6,25625,6327,24.7,1055.0,274.0
514,Georgia,Stewart,0,5832,1209,20.7,,25.0
515,Georgia,Sumter,10,30687,6539,21.3,654.0,874.0
516,Georgia,Talbot,0,6423,2045,31.8,,132.0
517,Georgia,Taliaferro,0,1844,511,27.7,,
518,Georgia,Tattnall,0,25402,4769,18.8,,25.0
519,Georgia,Taylor,0,8267,2020,24.4,,2391.0
520,Georgia,Telfair,0,16339,3802,23.3,,
521,Georgia,Terrell,0,8978,2148,23.9,,
522,Georgia,Thomas,35,44909,10319,23.0,295.0,752.0
523,Georgia,Tift,20,40531,8091,20.0,405.0,191.0
524,Georgia,Toombs,8,27160,5815,21.4,727.0,57.0
525,Georgia,Towns,0,11173,4566,40.9,,25.0
526,Georgia,Treutlen,0,6752,1666,24.7,,
527,Georgia,Troup,20,69433,13380,19.3,669.0,276.0
528,Georgia,Turner,0,8036,2004,24.9,,12.0
529,Georgia,Twiggs,0,8323,2395,28.8,,
530,Georgia,Union,5,22262,8856,39.8,1771.0,3934.0
531,Georgia,Upson,28,26241,6294,24.0,225.0,115.0
532,Georgia,Walker,0,68609,16583,24.2,,390.0
533,Georgia,Walton,7,88695,17821,20.1,2546.0,300.0
534,Georgia,Ware,22,35688,7974,22.3,362.0,284.0
535,Georgia,Warren,0,5410,1586,29.3,,4727.0
536,Georgia,Washington,0,20506,4483,21.9,,15195.0
537,Georgia,Wayne,12,29833,6149,20.6,512.0,10525.0
538,Georgia,Webster,0,2627,671,25.5,,462.0
539,Georgia,Wheeler,0,7952,1550,19.5,,66.0
540,Georgia,White,0,28509,7553,26.5,,591.0
541,Georgia,Whitfield,34,103963,18625,17.9,548.0,282.0
542,Georgia,Wilcox,0,8896,1960,22.0,,30.0
543,Georgia,Wilkes,0,9905,2863,28.9,,155.0
544,Georgia,Wilkinson,0,9147,2285,25.0,,50.0
545,Georgia,Worth,0,20809,5131,24.7,,25.0
546,Hawaii,Hawaii,24,196325,52582,26.8,2191.0,504.0
547,Hawaii,Honolulu,148,990060,218287,22.0,1475.0,3458.0
548,Hawaii,Kalawao,0,86,27,31.4,,
549,Hawaii,Kauai,9,71093,18043,25.4,2005.0,144.0
550,Hawaii,Maui,20,164094,37939,23.1,1897.0,258.0
551,Idaho,Ada,105,435117,80856,18.6,770.0,4351.0
552,Idaho,Adams,0,3946,1513,38.3,,3755.0
553,Idaho,Bannock,20,84113,15750,18.7,788.0,219.0
554,Idaho,Bear Lake,0,5942,1565,26.3,,21.0
555,Idaho,Benewah,0,9050,2780,30.7,,19.0
556,Idaho,Bingham,5,45369,8667,19.1,1733.0,153.0
557,Idaho,Blaine,0,21583,5080,23.5,,1066.0
558,Idaho,Boise,0,6968,2461,35.3,,
559,Idaho,Bonner,4,41855,13317,31.8,3329.0,25.0
560,Idaho,Bonneville,35,110404,20000,18.1,571.0,332.0
561,Idaho,Boundary,0,11323,3394,30.0,,20.0
562,Idaho,Butte,0,2613,807,30.9,,606.0
563,Idaho,Camas,0,886,267,30.1,,
564,Idaho,Canyon,41,207027,36810,17.8,898.0,302.0
565,Idaho,Caribou,0,6862,1645,24.0,,25.0
566,Idaho,Cassia,6,23472,4324,18.4,721.0,25.0
567,Idaho,Clark,0,1055,184,17.4,,20996.0
568,Idaho,Clearwater,0,8533,3035,35.6,,108.0
569,Idaho,Custer,0,4141,1641,39.6,,217.0
570,Idaho,Elmore,0,26232,4586,17.5,,163.0
571,Idaho,Franklin,0,13120,2458,18.7,,12572.0
572,Idaho,Fremont,0,12889,2942,22.8,,298.0
573,Idaho,Gem,0,16850,4887,29.0,,16.0
574,Idaho,Gooding,0,15110,3215,21.3,,18.0
575,Idaho,Idaho,0,16275,5638,34.6,,41.0
576,Idaho,Jefferson,0,27410,4382,16.0,,28417.0
577,Idaho,Jerome,0,23039,4145,18.0,,25.0
578,Idaho,Kootenai,55,150128,36910,24.6,671.0,396.0
579,Idaho,Latah,0,38697,6552,16.9,,25.0
580,Idaho,Lemhi,0,7755,2895,37.3,,18.0
581,Idaho,Lewis,0,3824,1252,32.7,,376.0
582,Idaho,Lincoln,0,5296,973,18.4,,5226.0
583,Idaho,Madison,4,38241,3374,8.8,844.0,8477.0
584,Idaho,Minidoka,0,20448,4407,21.6,,25.0
585,Idaho,Nez Perce,9,40014,10185,25.5,1132.0,145.0
586,Idaho,Oneida,0,4284,1060,24.7,,3905.0
587,Idaho,Owyhee,0,11384,2589,22.7,,
588,Idaho,Payette,0,22839,5298,23.2,,
589,Idaho,Power,0,7667,1593,20.8,,10.0
590,Idaho,Shoshone,0,12490,3745,30.0,,25.0
591,Idaho,Teton,0,10776,1500,13.9,,101.0
592,Idaho,Twin Falls,30,82248,16621,20.2,554.0,253.0
593,Idaho,Valley,0,10104,3660,36.2,,66.0
594,Idaho,Washington,0,9996,3185,31.9,,15195.0
595,Illinois,Adams,25,66787,16968,25.4,679.0,3755.0
596,Illinois,Alexander,0,6776,1841,27.2,,25.0
597,Illinois,Bond,0,17034,4097,24.1,,150.0
598,Illinois,Boone,0,53638,10544,19.7,,4136.0
599,Illinois,Brown,0,6791,1260,18.6,,2740.0
600,Illinois,Bureau,9,33619,9368,27.9,1041.0,1024.0
601,Illinois,Calhoun,0,4897,1471,30.0,,2073.0
602,Illinois,Carroll,0,14704,4653,31.6,,1218.0
603,Illinois,Cass,0,12880,2896,22.5,,5588.0
604,Illinois,Champaign,51,207946,35016,16.8,687.0,557.0
605,Illinois,Christian,0,33562,8376,25.0,,853.0
606,Illinois,Clark,0,15924,4021,25.3,,20996.0
607,Illinois,Clay,0,13393,3767,28.1,,1765.0
608,Illinois,Clinton,4,37640,8553,22.7,2138.0,2989.0
609,Illinois,Coles,9,52540,11175,21.3,1242.0,118.0
610,Illinois,Cook,1606,5238541,1005046,19.2,626.0,25328.0
611,Illinois,Crawford,0,19214,4912,25.6,,882.0
612,Illinois,Cumberland,0,10899,2730,25.0,,6315.0
613,Illinois,DeKalb,16,104473,16887,16.2,1055.0,4071.0
614,Illinois,De Witt,0,16176,3995,24.7,,25.0
615,Illinois,Douglas,0,19830,4574,23.1,,9190.0
616,Illinois,DuPage,257,931826,189208,20.3,736.0,2879.0
617,Illinois,Edgar,0,17603,4908,27.9,,25.0
618,Illinois,Edwards,0,6570,1759,26.8,,22.0
619,Illinois,Effingham,10,34164,8041,23.5,804.0,1170.0
620,Illinois,Fayette,4,21980,5172,23.5,1293.0,5331.0
621,Illinois,Ford,2,13470,3522,26.1,1761.0,166.0
622,Illinois,Franklin,0,39302,10199,26.0,,12572.0
623,Illinois,Fulton,5,35733,9382,26.3,1876.0,6326.0
624,Illinois,Gallatin,0,5226,1526,29.2,,90.0
625,Illinois,Greene,0,13311,3320,24.9,,3460.0
626,Illinois,Grundy,8,50333,9077,18.0,1135.0,194.0
627,Illinois,Hamilton,0,8259,2379,28.8,,12923.0
628,Illinois,Hancock,0,18264,5387,29.5,,1512.0
629,Illinois,Hardin,0,4161,1198,28.8,,2629.0
630,Illinois,Henderson,0,6927,2225,32.1,,679.0
631,Illinois,Henry,3,49649,12932,26.0,4311.0,863.0
632,Illinois,Iroquois,0,28457,8008,28.1,,84.0
633,Illinois,Jackson,21,59115,11301,19.1,538.0,8865.0
634,Illinois,Jasper,0,9608,2496,26.0,,613.0
635,Illinois,Jefferson,22,38358,9508,24.8,432.0,28417.0
636,Illinois,Jersey,4,22215,5642,25.4,1411.0,49.0
637,Illinois,Jo Daviess,0,22046,7704,34.9,,25.0
638,Illinois,Johnson,0,12899,3202,24.8,,6673.0
639,Illinois,Kane,103,529402,93411,17.6,907.0,2100.0
640,Illinois,Kankakee,56,110801,23667,21.4,423.0,468.0
641,Illinois,Kendall,0,122933,16292,13.3,,
642,Illinois,Knox,18,51374,13829,26.9,768.0,5832.0
643,Illinois,Lake,108,704476,131932,18.7,1222.0,9408.0
644,Illinois,LaSalle,13,111151,27315,24.6,2101.0,
645,Illinois,Lawrence,0,16457,3784,23.0,,925.0
646,Illinois,Lee,6,34670,8585,24.8,1431.0,3672.0
647,Illinois,Livingston,5,36812,9046,24.6,1809.0,420.0
648,Illinois,Logan,0,29488,7086,24.0,,517.0
649,Illinois,McDonough,7,31597,7097,22.5,1014.0,95.0
650,Illinois,McHenry,33,308043,58774,19.1,1781.0,343.0
651,Illinois,McLean,30,173231,29727,17.2,991.0,1246.0
652,Illinois,Macon,65,107587,27263,25.3,419.0,2368.0
653,Illinois,Macoupin,0,45960,12200,26.5,,50.0
654,Illinois,Madison,58,266153,60531,22.7,1044.0,8477.0
655,Illinois,Marion,9,38305,9723,25.4,1080.0,13297.0
656,Illinois,Marshall,0,11925,3583,30.0,,844.0
657,Illinois,Mason,0,13904,3948,28.4,,395.0
658,Illinois,Massac,0,14594,3963,27.2,,25.0
659,Illinois,Menard,0,12416,3156,25.4,,
660,Illinois,Mercer,0,15794,4395,27.8,,6143.0
661,Illinois,Monroe,0,33739,7670,22.7,,8404.0
662,Illinois,Montgomery,0,29173,7326,25.1,,15309.0
663,Illinois,Morgan,9,34442,8786,25.5,976.0,967.0
664,Illinois,Moultrie,0,14711,3592,24.4,,
665,Illinois,Ogle,4,51619,12307,23.8,3077.0,16.0
666,Illinois,Peoria,107,186145,40675,21.9,380.0,1122.0
667,Illinois,Perry,0,21467,5195,24.2,,533.0
668,Illinois,Piatt,0,16433,4034,24.5,,1015.0
669,Illinois,Pike,0,15930,4190,26.3,,771.0
670,Illinois,Pope,0,4360,1604,36.8,,204.0
671,Illinois,Pulaski,0,5691,1566,27.5,,9821.0
672,Illinois,Putnam,0,5771,1655,28.7,,645.0
673,Illinois,Randolph,0,32829,8130,24.8,,1633.0
674,Illinois,Richland,8,15953,4167,26.1,521.0,6302.0
675,Illinois,Rock Island,58,146205,35994,24.6,621.0,1443.0
676,Illinois,St. Clair,42,264433,54566,20.6,1299.0,1315.0
677,Illinois,Saline,0,24430,6376,26.1,,674.0
678,Illinois,Sangamon,99,198134,45191,22.8,456.0,1045.0
679,Illinois,Schuyler,0,7181,2052,28.6,,71.0
680,Illinois,Scott,0,5109,1345,26.3,,2713.0
681,Illinois,Shelby,0,21906,6197,28.3,,7126.0
682,Illinois,Stark,0,5551,1581,28.5,,2789.0
683,Illinois,Stephenson,8,45839,13432,29.3,1679.0,100.0
684,Illinois,Tazewell,8,134695,31973,23.7,3997.0,381.0
685,Illinois,Union,0,17267,4624,26.8,,3934.0
686,Illinois,Vermilion,12,79207,19371,24.5,1614.0,542.0
687,Illinois,Wabash,4,11568,3004,26.0,751.0,50.0
688,Illinois,Warren,0,17429,4147,23.8,,4727.0
689,Illinois,Washington,0,14260,3641,25.5,,15195.0
690,Illinois,Wayne,4,16569,4419,26.7,1105.0,10525.0
691,Illinois,White,0,14186,3906,27.5,,591.0
692,Illinois,Whiteside,9,56823,14999,26.4,1667.0,135.0
693,Illinois,Will,92,687727,116816,17.0,1270.0,1916.0
694,Illinois,Williamson,26,67477,16353,24.2,629.0,1665.0
695,Illinois,Winnebago,87,287512,65218,22.7,750.0,1702.0
696,Illinois,Woodford,0,38942,8978,23.1,,43.0
697,Indiana,Adams,4,35018,7140,20.4,1785.0,3755.0
698,Indiana,Allen,170,367747,70976,19.3,418.0,4512.0
699,Indiana,Bartholomew,17,81024,16862,20.8,992.0,198.0
700,Indiana,Benton,0,8685,2012,23.2,,3993.0
701,Indiana,Blackford,0,12214,3332,27.3,,15.0
702,Indiana,Boone,8,63013,11259,17.9,1407.0,4136.0
703,Indiana,Brown,0,15007,4827,32.2,,2740.0
704,Indiana,Carroll,0,19994,5056,25.3,,1218.0
705,Indiana,Cass,5,38248,8878,23.2,1776.0,5588.0
706,Indiana,Clark,25,114893,23978,20.9,959.0,20996.0
707,Indiana,Clay,0,26375,6400,24.3,,1765.0
708,Indiana,Clinton,0,32455,7149,22.0,,2989.0
709,Indiana,Crawford,0,10598,2693,25.4,,882.0
710,Indiana,Daviess,5,32777,6611,20.2,1322.0,607.0
711,Indiana,Dearborn,8,49564,11201,22.6,1400.0,104.0
712,Indiana,Decatur,0,26480,5924,22.4,,231.0
713,Indiana,DeKalb,8,42524,9197,21.6,1150.0,4071.0
714,Indiana,Delaware,36,115938,25540,22.0,709.0,4932.0
715,Indiana,Dubois,26,42379,9945,23.5,383.0,123.0
716,Indiana,Elkhart,35,202924,38669,19.1,1105.0,406.0
717,Indiana,Fayette,20,23426,6065,25.9,303.0,5331.0
718,Indiana,Floyd,16,76481,16661,21.8,1041.0,1508.0
719,Indiana,Fountain,0,16620,4359,26.2,,
720,Indiana,Franklin,7,22835,5422,23.7,775.0,12572.0
721,Indiana,Fulton,4,20296,5248,25.9,1312.0,6326.0
722,Indiana,Gibson,5,33596,7576,22.6,1515.0,157.0
723,Indiana,Grant,19,67615,16678,24.7,878.0,1676.0
724,Indiana,Greene,5,32431,8315,25.6,1663.0,3460.0
725,Indiana,Hamilton,10,309687,49209,15.9,4921.0,12923.0
726,Indiana,Hancock,24,72776,15514,21.3,646.0,1512.0
727,Indiana,Harrison,4,39450,9441,23.9,2360.0,4460.0
728,Indiana,Hendricks,39,158170,28822,18.2,739.0,287.0
729,Indiana,Henry,10,48649,12162,25.0,1216.0,863.0
730,Indiana,Howard,13,82457,20461,24.8,1574.0,3252.0
731,Indiana,Huntington,0,36520,8144,22.3,,36.0
732,Indiana,Jackson,7,43779,9380,21.4,1340.0,8865.0
733,Indiana,Jasper,4,33448,7509,22.4,1877.0,613.0
734,Indiana,Jay,0,21107,5031,23.8,,35.0
735,Indiana,Jefferson,6,32293,7164,22.2,1194.0,28417.0
736,Indiana,Jennings,0,27840,6079,21.8,,17.0
737,Indiana,Johnson,6,149359,29234,19.6,4872.0,6673.0
738,Indiana,Knox,30,37763,8735,23.1,291.0,5832.0
739,Indiana,Kosciusko,14,78720,16785,21.3,1199.0,88.0
740,Indiana,LaGrange,0,38720,7291,18.8,,25.0
741,Indiana,Lake,188,488694,104898,21.5,558.0,9408.0
742,Indiana,LaPorte,34,110839,25713,23.2,756.0,377.0
743,Indiana,Lawrence,6,45669,11750,25.7,1958.0,925.0
744,Indiana,Madison,21,129641,30680,23.7,1461.0,8477.0
745,Indiana,Marion,526,939964,160942,17.1,306.0,13297.0
746,Indiana,Marshall,7,46752,10866,23.2,1552.0,844.0
747,Indiana,Martin,0,10219,2501,24.5,,707.0
748,Indiana,Miami,4,36035,7957,22.1,1989.0,412.0
749,Indiana,Monroe,38,144436,23773,16.5,626.0,8404.0
750,Indiana,Montgomery,5,38288,8814,23.0,1763.0,15309.0
751,Indiana,Morgan,10,69533,15510,22.3,1551.0,967.0
752,Indiana,Newton,0,14056,3390,24.1,,615.0
753,Indiana,Noble,0,47421,9969,21.0,,57.0
754,Indiana,Ohio,0,5911,1568,26.5,,675.0
755,Indiana,Orange,0,19623,4677,23.8,,19132.0
756,Indiana,Owen,0,20957,5415,25.8,,25.0
757,Indiana,Parke,0,17062,4098,24.0,,
758,Indiana,Perry,4,19229,4691,24.4,1173.0,533.0
759,Indiana,Pike,0,12471,3271,26.2,,771.0
760,Indiana,Porter,32,167391,36197,21.6,1131.0,1316.0
761,Indiana,Posey,0,25599,6134,24.0,,
762,Indiana,Pulaski,0,12761,3245,25.4,,9821.0
763,Indiana,Putnam,6,37543,8058,21.5,1343.0,645.0
764,Indiana,Randolph,0,25203,6468,25.7,,1633.0
765,Indiana,Ripley,0,28372,6402,22.6,,46.0
766,Indiana,Rush,0,16765,4040,24.1,,61.0
767,Indiana,St. Joseph,74,268613,57385,21.4,775.0,955.0
768,Indiana,Scott,4,23722,5247,22.1,1312.0,2713.0
769,Indiana,Shelby,0,44339,10052,22.7,,7126.0
770,Indiana,Spencer,0,20610,5172,25.1,,
771,Indiana,Starke,1,22966,5553,24.2,5553.0,53.0
772,Indiana,Steuben,2,34459,8776,25.5,4388.0,2237.0
773,Indiana,Sullivan,4,20900,4547,21.8,1137.0,1419.0
774,Indiana,Switzerland,0,10617,2474,23.3,,
775,Indiana,Tippecanoe,30,186081,28594,15.4,953.0,813.0
776,Indiana,Tipton,0,15290,3910,25.6,,125.0
777,Indiana,Union,0,7225,1800,24.9,,3934.0
778,Indiana,Vanderburgh,154,181831,40560,22.3,263.0,2265.0
779,Indiana,Vermillion,6,15644,4085,26.1,681.0,25.0
780,Indiana,Vigo,54,107723,22306,20.7,413.0,541.0
781,Indiana,Wabash,0,31848,8461,26.6,,50.0
782,Indiana,Warren,0,8269,2214,26.8,,4727.0
783,Indiana,Warrick,24,61581,13734,22.3,572.0,181.0
784,Indiana,Washington,0,27807,6355,22.9,,15195.0
785,Indiana,Wayne,30,66972,16958,25.3,565.0,10525.0
786,Indiana,Wells,7,27832,6613,23.8,945.0,104.0
787,Indiana,White,0,24279,6402,26.4,,591.0
788,Indiana,Whitley,0,33481,8060,24.1,,303.0
789,Iowa,Adair,0,7192,2161,30.0,,262.0
790,Iowa,Adams,0,3785,1142,30.2,,3755.0
791,Iowa,Allamakee,0,13940,4004,28.7,,25.0
792,Iowa,Appanoose,3,12547,3759,30.0,1253.0,45.0
793,Iowa,Audubon,0,5711,1817,31.8,,25.0
794,Iowa,Benton,0,25646,5969,23.3,,3993.0
795,Iowa,Black Hawk,24,132960,28271,21.3,1178.0,459.0
796,Iowa,Boone,3,26381,6491,24.6,2164.0,4136.0
797,Iowa,Bremer,0,24741,6207,25.1,,50.0
798,Iowa,Buchanan,0,21101,4777,22.6,,1646.0
799,Iowa,Buena Vista,5,20369,4287,21.0,857.0,35.0
800,Iowa,Butler,0,14822,4297,29.0,,4554.0
801,Iowa,Calhoun,2,9814,3002,30.6,1501.0,2073.0
802,Iowa,Carroll,6,20428,5287,25.9,881.0,1218.0
803,Iowa,Cass,4,13327,3898,29.2,975.0,5588.0
804,Iowa,Cedar,0,18368,4727,25.7,,41.0
805,Iowa,Cerro Gordo,18,43134,12003,27.8,667.0,586.0
806,Iowa,Cherokee,0,11577,3637,31.4,,3119.0
807,Iowa,Chickasaw,0,12140,3281,27.0,,102.0
808,Iowa,Clarke,0,9267,2256,24.3,,709.0
809,Iowa,Clay,0,16387,4559,27.8,,1765.0
810,Iowa,Clayton,0,17711,5374,30.3,,608.0
811,Iowa,Clinton,10,47587,12082,25.4,1208.0,2989.0
812,Iowa,Crawford,0,17131,3829,22.4,,882.0
813,Iowa,Dallas,0,80864,12950,16.0,,11640.0
814,Iowa,Davis,0,8834,2110,23.9,,1603.0
815,Iowa,Decatur,0,8105,2081,25.7,,231.0
816,Iowa,Delaware,0,17326,4418,25.5,,4932.0
817,Iowa,Des Moines,12,39876,10621,26.6,885.0,213.0
818,Iowa,Dickinson,3,17000,5604,33.0,1868.0,1281.0
819,Iowa,Dubuque,18,96571,22155,22.9,1231.0,470.0
820,Iowa,Emmet,0,9661,2546,26.4,,203.0
821,Iowa,Fayette,0,20139,5519,27.4,,5331.0
822,Iowa,Floyd,0,15904,4425,27.8,,1508.0
823,Iowa,Franklin,0,10326,2904,28.1,,12572.0
824,Iowa,Fremont,0,6985,2030,29.1,,298.0
825,Iowa,Greene,4,9046,2584,28.6,646.0,3460.0
826,Iowa,Grundy,0,12354,3350,27.1,,194.0
827,Iowa,Guthrie,0,10664,3168,29.7,,25.0
828,Iowa,Hamilton,0,15201,4022,26.5,,12923.0
829,Iowa,Hancock,0,10971,3061,27.9,,1512.0
830,Iowa,Hardin,0,17239,4835,28.0,,2629.0
831,Iowa,Harrison,0,14196,3779,26.6,,4460.0
832,Iowa,Henry,0,19865,4736,23.8,,863.0
833,Iowa,Howard,0,9321,2496,26.8,,3252.0
834,Iowa,Humboldt,0,9586,2548,26.6,,400.0
835,Iowa,Ida,0,6965,2010,28.9,,25.0
836,Iowa,Iowa,0,16231,3976,24.5,,50.0
837,Iowa,Jackson,0,19409,5316,27.4,,8865.0
838,Iowa,Jasper,4,36789,9289,25.2,2322.0,613.0
839,Iowa,Jefferson,0,17945,5327,29.7,,28417.0
840,Iowa,Johnson,95,144425,21650,15.0,228.0,6673.0
841,Iowa,Jones,0,20468,5304,25.9,,440.0
842,Iowa,Keokuk,0,10223,2899,28.4,,25.0
843,Iowa,Kossuth,0,15166,4508,29.7,,25.0
844,Iowa,Lee,10,34785,9123,26.2,912.0,3672.0
845,Iowa,Linn,44,220008,45693,20.8,1038.0,1170.0
846,Iowa,Louisa,0,11238,2610,23.2,,
847,Iowa,Lucas,0,8600,2459,28.6,,5380.0
848,Iowa,Lyon,0,11745,2710,23.1,,2219.0
849,Iowa,Madison,0,15720,3468,22.1,,8477.0
850,Iowa,Mahaska,0,22301,5458,24.5,,33.0
851,Iowa,Marion,3,33127,7804,23.6,2601.0,13297.0
852,Iowa,Marshall,0,40476,9549,23.6,,844.0
853,Iowa,Mills,0,14933,3584,24.0,,851.0
854,Iowa,Mitchell,0,10663,2990,28.0,,194.0
855,Iowa,Monona,0,8865,2842,32.1,,25.0
856,Iowa,Monroe,0,7912,1998,25.3,,8404.0
857,Iowa,Montgomery,8,10239,2863,28.0,358.0,15309.0
858,Iowa,Muscatine,5,42923,9608,22.4,1922.0,48.0
859,Iowa,O'Brien,0,13944,3787,27.2,,50.0
860,Iowa,Osceola,0,6149,1621,26.4,,1047.0
861,Iowa,Page,2,15393,4507,29.3,2254.0,135.0
862,Iowa,Palo Alto,0,9110,2512,27.6,,47.0
863,Iowa,Plymouth,0,25027,6126,24.5,,1896.0
864,Iowa,Pocahontas,0,6972,2100,30.1,,50.0
865,Iowa,Polk,112,467235,81860,17.5,731.0,5166.0
866,Iowa,Pottawattamie,29,93287,21265,22.8,733.0,514.0
867,Iowa,Poweshiek,5,18428,4687,25.4,937.0,49.0
868,Iowa,Ringgold,0,4986,1529,30.7,,32.0
869,Iowa,Sac,0,9936,2963,29.8,,25.0
870,Iowa,Scott,46,171493,36851,21.5,801.0,2713.0
871,Iowa,Shelby,0,11772,3381,28.7,,7126.0
872,Iowa,Sioux,0,34692,6858,19.8,,1289.0
873,Iowa,Story,14,95888,14980,15.6,1070.0,279.0
874,Iowa,Tama,0,17236,4455,25.8,,
875,Iowa,Taylor,0,6214,1749,28.1,,2391.0
876,Iowa,Union,4,12497,3366,26.9,842.0,3934.0
877,Iowa,Van Buren,0,7308,2036,27.9,,134.0
878,Iowa,Wapello,11,35321,8335,23.6,758.0,217.0
879,Iowa,Warren,0,48630,10113,20.8,,4727.0
880,Iowa,Washington,0,22095,5388,24.4,,15195.0
881,Iowa,Wayne,0,6405,1872,29.2,,10525.0
882,Iowa,Webster,8,36945,8966,24.3,1121.0,462.0
883,Iowa,Winnebago,0,10545,3095,29.4,,1702.0
884,Iowa,Winneshiek,0,20575,5243,25.5,,25.0
885,Iowa,Woodbury,33,102397,20666,20.2,626.0,1829.0
886,Iowa,Worth,0,7502,1990,26.5,,25.0
887,Iowa,Wright,0,12864,3778,29.4,,151.0
888,Kansas,Allen,0,12752,3383,26.5,,4512.0
889,Kansas,Anderson,0,7840,2090,26.7,,1253.0
890,Kansas,Atchison,4,16466,3518,21.4,880.0,43.0
891,Kansas,Barber,0,4905,1307,26.6,,93.0
892,Kansas,Barton,4,27067,6712,24.8,1678.0,106.0
893,Kansas,Bourbon,0,14757,3661,24.8,,119.0
894,Kansas,Brown,0,9736,2486,25.5,,2740.0
895,Kansas,Butler,16,66260,13403,20.2,838.0,4554.0
896,Kansas,Chase,0,2665,837,31.4,,22.0
897,Kansas,Chautauqua,0,3425,1156,33.8,,424.0
898,Kansas,Cherokee,0,20501,5088,24.8,,3119.0
899,Kansas,Cheyenne,0,2677,911,34.0,,140.0
900,Kansas,Clark,0,2089,587,28.1,,20996.0
901,Kansas,Clay,0,8203,2413,29.4,,1765.0
