,State,County,ICU Beds,Total Population,Population Aged 60+,Percent of Population Aged 60+,Residents Aged 60+ Per Each ICU Bed,Hospital Beds
2930,Virginia,Harrisonburg City,34,53064,6611,12.5,194.0,
2931,Virginia,Hopewell City,17,22353,4703,21.0,277.0,
2932,Virginia,Lexington City,0,7113,1303,18.3,,
2933,Virginia,Lynchburg City,49,79237,14774,18.6,302.0,
2934,Virginia,Manassas City,11,41379,5755,13.9,523.0,
2935,Virginia,Manassas Park City,0,16117,1822,11.3,,
2936,Virginia,Martinsville City,0,13256,3469,26.2,,
2937,Virginia,Newport News City,88,180775,31311,17.3,356.0,
2938,Virginia,Norfolk City,113,245752,36773,15.0,325.0,
2939,Virginia,Norton City,11,4043,1034,25.6,94.0,
2940,Virginia,Petersburg City,28,32037,7475,23.3,267.0,
2941,Virginia,Poquoson City,0,12022,2958,24.6,,
2942,Virginia,Portsmouth City,22,95536,19091,20.0,868.0,
2943,Virginia,Radford City,0,17380,2037,11.7,,
2944,Virginia,Richmond City,159,220892,39776,18.0,250.0,2611.0
2945,Virginia,Roanoke City,71,99572,22026,22.1,310.0,934.0
2946,Virginia,Salem City,36,25521,6421,25.2,178.0,
2947,Virginia,Staunton City,0,24273,6341,26.1,,
2948,Virginia,Suffolk City,12,88057,17315,19.7,1443.0,
2949,Virginia,Virginia Beach City,50,450057,81616,18.1,1632.0,
2950,Virginia,Waynesboro City,0,21620,5038,23.3,,
2951,Virginia,Williamsburg City,0,14817,2733,18.4,,
2952,Virginia,Winchester City,48,27516,5865,21.3,122.0,
2953,Washington,Adams,0,19261,2912,15.1,,3755.0
2954,Washington,Asotin,0,22259,6373,28.6,,25.0
2955,Washington,Benton,44,190529,37874,19.9,861.0,3993.0
2956,Washington,Chelan,20,75138,18408,24.5,920.0,251.0
2957,Washington,Clallam,19,73439,26654,36.3,1403.0,163.0
2958,Washington,Clark,90,457474,92850,20.3,1032.0,20996.0
2959,Washington,Columbia,0,3999,1371,34.3,,904.0
2960,Washington,Cowlitz,18,103590,26255,25.3,1459.0,1201.0
2961,Washington,Douglas,0,40585,9148,22.5,,9190.0
2962,Washington,Ferry,0,7568,2554,33.7,,25.0
2963,Washington,Franklin,0,89124,11049,12.4,,12572.0
2964,Washington,Garfield,0,2226,729,32.7,,665.0
2965,Washington,Grant,0,93420,17194,18.4,,1676.0
2966,Washington,Grays Harbor,0,71454,19476,27.3,,1153.0
2967,Washington,Island,6,80323,24585,30.6,4098.0,76.0
2968,Washington,Jefferson,6,30524,13626,44.6,2271.0,28417.0
2969,Washington,King,450,2118119,386511,18.2,859.0,11455.0
2970,Washington,Kitsap,20,258903,59433,23.0,2972.0,1380.0
2971,Washington,Kittitas,6,43726,9312,21.3,1552.0,25.0
2972,Washington,Klickitat,0,21172,6449,30.5,,42.0
2973,Washington,Lewis,6,76012,20549,27.0,3425.0,376.0
2974,Washington,Lincoln,0,10344,3325,32.1,,5226.0
2975,Washington,Mason,6,61569,18441,30.0,3074.0,395.0
2976,Washington,Okanogan,0,41377,11602,28.0,,91.0
2977,Washington,Pacific,0,20940,8028,38.3,,51.0
2978,Washington,Pend Oreille,0,13066,4439,34.0,,74.0
2979,Washington,Pierce,189,845193,157501,18.6,833.0,2603.0
2980,Washington,San Juan,0,16221,6649,41.0,,17301.0
2981,Washington,Skagit,18,121725,31915,26.2,1773.0,205.0
2982,Washington,Skamania,0,11498,3238,28.2,,
2983,Washington,Snohomish,72,771904,143234,18.6,1989.0,3783.0
2984,Washington,Spokane,113,490764,105082,21.4,930.0,1881.0
2985,Washington,Stevens,0,43858,13171,30.0,,244.0
2986,Washington,Thurston,72,269885,60028,22.2,834.0,1494.0
2987,Washington,Wahkiakum,0,4105,1698,41.4,,
2988,Washington,Walla Walla,28,59862,13443,22.5,480.0,316.0
2989,Washington,Whatcom,24,212738,47353,22.3,1973.0,1252.0
2990,Washington,Whitman,6,47794,6710,14.0,1118.0,50.0
2991,Washington,Yakima,52,248279,44560,17.9,857.0,528.0
2992,West Virginia,Barbour,0,16790,4433,26.4,,146.0
2993,West Virginia,Berkeley,20,111610,21894,19.6,1095.0,1240.0
2994,West Virginia,Boone,0,23236,5945,25.6,,4136.0
2995,West Virginia,Braxton,0,14345,4105,28.6,,25.0
2996,West Virginia,Brooke,0,23067,6816,29.5,,251.0
2997,West Virginia,Cabell,88,96100,22787,23.7,259.0,1051.0
2998,West Virginia,Calhoun,0,7450,2279,30.6,,2073.0
2999,West Virginia,Clay,0,8901,2226,25.0,,1765.0
3000,West Virginia,Doddridge,0,8570,2461,28.7,,
3001,West Virginia,Fayette,3,44602,12150,27.2,4050.0,5331.0
3002,West Virginia,Gilmer,0,8305,1817,21.9,,50.0
3003,West Virginia,Grant,3,11673,3470,29.7,1157.0,1676.0
3004,West Virginia,Greenbrier,12,35523,10528,29.6,877.0,122.0
3005,West Virginia,Hampshire,0,23412,6811,29.1,,2207.0
3006,West Virginia,Hancock,10,29921,8634,28.9,863.0,1512.0
3007,West Virginia,Hardy,0,13812,3692,26.7,,
3008,West Virginia,Harrison,20,68438,17201,25.1,860.0,4460.0
3009,West Virginia,Jackson,0,29123,7844,26.9,,8865.0
3010,West Virginia,Jefferson,5,55673,11916,21.4,2383.0,28417.0
3011,West Virginia,Kanawha,156,187827,49628,26.4,318.0,3760.0
3012,West Virginia,Lewis,6,16371,4386,26.8,731.0,376.0
3013,West Virginia,Lincoln,0,21241,5184,24.4,,5226.0
3014,West Virginia,Logan,12,34428,8559,24.9,713.0,517.0
3015,West Virginia,McDowell,7,19707,5272,26.8,753.0,189.0
3016,West Virginia,Marion,14,56575,14663,25.9,1047.0,13297.0
3017,West Virginia,Marshall,9,32006,9258,28.9,1029.0,844.0
3018,West Virginia,Mason,5,27000,7153,26.5,1431.0,395.0
3019,West Virginia,Mercer,29,60963,16998,27.9,586.0,6143.0
3020,West Virginia,Mineral,4,27421,7414,27.0,1854.0,61.0
3021,West Virginia,Mingo,6,25150,6170,24.5,1028.0,76.0
3022,West Virginia,Monongalia,119,103715,16742,16.1,141.0,940.0
3023,West Virginia,Monroe,0,13517,4299,31.8,,8404.0
3024,West Virginia,Morgan,0,17510,5135,29.3,,967.0
3025,West Virginia,Nicholas,0,25496,7413,29.1,,123.0
3026,West Virginia,Ohio,37,42906,12039,28.1,325.0,675.0
3027,West Virginia,Pendleton,0,7138,2313,32.4,,
3028,West Virginia,Pleasants,0,7527,1842,24.5,,
3029,West Virginia,Pocahontas,0,8574,2770,32.3,,50.0
3030,West Virginia,Preston,0,33760,8739,25.9,,50.0
3031,West Virginia,Putnam,0,56644,13622,24.0,,645.0
3032,West Virginia,Raleigh,43,77097,20258,26.3,471.0,1472.0
3033,West Virginia,Randolph,0,29152,7914,27.1,,1633.0
3034,West Virginia,Ritchie,0,10005,2814,28.1,,
3035,West Virginia,Roane,0,14348,4117,28.7,,150.0
3036,West Virginia,Summers,0,13210,4109,31.1,,25.0
3037,West Virginia,Taylor,0,16977,4555,26.8,,2391.0
3038,West Virginia,Tucker,0,7035,2245,31.9,,
3039,West Virginia,Tyler,0,8949,2551,28.5,,61.0
3040,West Virginia,Upshur,4,24604,6359,25.8,1590.0,88.0
3041,West Virginia,Wayne,0,41063,10695,26.0,,10525.0
3042,West Virginia,Webster,0,8637,2560,29.6,,462.0
3043,West Virginia,Wetzel,5,15793,4523,28.6,905.0,58.0
3044,West Virginia,Wirt,0,5800,1441,24.8,,
3045,West Virginia,Wood,36,86016,22379,26.0,622.0,1178.0
3046,West Virginia,Wyoming,0,22130,6172,27.9,,110.0
3047,Wisconsin,Adams,0,20111,7417,36.9,,3755.0
3048,Wisconsin,Ashland,0,15779,4029,25.5,,158.0
3049,Wisconsin,Barron,5,45358,12648,27.9,2530.0,90.0
3050,Wisconsin,Bayfield,0,15004,5390,35.9,,
3051,Wisconsin,Brown,60,258004,49706,19.3,828.0,2740.0
3052,Wisconsin,Buffalo,0,13243,3806,28.7,,322.0
3053,Wisconsin,Burnett,0,15239,5563,36.5,,25.0
3054,Wisconsin,Calumet,0,49737,9760,19.6,,25.0
3055,Wisconsin,Chippewa,6,63445,14882,23.5,2480.0,330.0
3056,Wisconsin,Clark,0,34513,7761,22.5,,20996.0
3057,Wisconsin,Columbia,10,56790,13488,23.8,1349.0,904.0
3058,Wisconsin,Crawford,0,16313,4623,28.3,,882.0
3059,Wisconsin,Dane,39,522837,93985,18.0,2410.0,3072.0
3060,Wisconsin,Dodge,10,87833,20377,23.2,2038.0,420.0
3061,Wisconsin,Door,4,27443,10267,37.4,2567.0,25.0
3062,Wisconsin,Douglas,0,43503,10444,24.0,,9190.0
3063,Wisconsin,Dunn,0,44260,9015,20.4,,25.0
3064,Wisconsin,Eau Claire,48,102388,20349,19.9,424.0,661.0
3065,Wisconsin,Florence,0,4354,1446,33.2,,1025.0
3066,Wisconsin,Fond du Lac,15,102082,24000,23.5,1600.0,214.0
3067,Wisconsin,Forest,0,9035,2759,30.5,,
3068,Wisconsin,Grant,0,51742,11571,22.4,,1676.0
3069,Wisconsin,Green,6,36869,8908,24.2,1485.0,130.0
3070,Wisconsin,Green Lake,5,18745,5437,29.0,1087.0,25.0
3071,Wisconsin,Iowa,0,23576,5649,24.0,,50.0
3072,Wisconsin,Iron,0,5748,2170,37.8,,88.0
3073,Wisconsin,Jackson,0,20531,5137,25.0,,8865.0
3074,Wisconsin,Jefferson,4,84586,18308,21.6,4577.0,28417.0
3075,Wisconsin,Juneau,0,26427,7133,27.0,,1039.0
3076,Wisconsin,Kenosha,27,167886,31603,18.8,1170.0,517.0
3077,Wisconsin,Kewaunee,0,20378,5256,25.8,,
3078,Wisconsin,La Crosse,52,117582,24464,20.8,470.0,656.0
3079,Wisconsin,Lafayette,0,16755,4075,24.3,,5390.0
3080,Wisconsin,Langlade,4,19190,5568,29.0,1392.0,25.0
3081,Wisconsin,Lincoln,0,27994,7702,27.5,,5226.0
3082,Wisconsin,Manitowoc,16,79680,20684,26.0,1293.0,236.0
3083,Wisconsin,Marathon,52,135293,30856,22.8,593.0,440.0
3084,Wisconsin,Marinette,10,40712,12297,30.2,1230.0,99.0
3085,Wisconsin,Marquette,0,15164,4784,31.5,,289.0
3086,Wisconsin,Menominee,0,4506,816,18.1,,
3087,Wisconsin,Milwaukee,381,956586,173173,18.1,455.0,5742.0
3088,Wisconsin,Monroe,0,45303,10280,22.7,,8404.0
3089,Wisconsin,Oconto,0,37465,10126,27.0,,35.0
3090,Wisconsin,Oneida,20,35352,11792,33.4,590.0,3905.0
3091,Wisconsin,Outagamie,64,183288,35410,19.3,553.0,517.0
3092,Wisconsin,Ozaukee,46,87817,21950,25.0,477.0,326.0
3093,Wisconsin,Pepin,0,7282,2115,29.0,,25.0
3094,Wisconsin,Pierce,0,41226,8070,19.6,,2603.0
3095,Wisconsin,Polk,3,43328,11630,26.8,3877.0,5166.0
3096,Wisconsin,Portage,12,70371,15091,21.4,1258.0,396.0
3097,Wisconsin,Price,4,13566,4514,33.3,1129.0,25.0
3098,Wisconsin,Racine,33,195101,42061,21.6,1275.0,715.0
3099,Wisconsin,Richland,4,17626,5148,29.2,1287.0,6302.0
3100,Wisconsin,Rock,33,161226,34912,21.7,1058.0,616.0
3101,Wisconsin,Rusk,4,14211,4413,31.1,1103.0,121.0
3102,Wisconsin,St. Croix,0,87142,16229,18.6,,100.0
3103,Wisconsin,Sauk,10,63340,15064,23.8,1506.0,197.0
3104,Wisconsin,Sawyer,0,16384,5431,33.1,,25.0
3105,Wisconsin,Shawano,0,41136,11054,26.9,,50.0
3106,Wisconsin,Sheboygan,13,115094,27003,23.5,2077.0,370.0
3107,Wisconsin,Taylor,0,20344,5080,25.0,,2391.0
3108,Wisconsin,Trempealeau,0,29510,6978,23.6,,43.0
3109,Wisconsin,Vernon,0,30378,7781,25.6,,1308.0
3110,Wisconsin,Vilas,10,21465,8398,39.1,840.0,25.0
3111,Wisconsin,Walworth,16,102917,22640,22.0,1415.0,159.0
3112,Wisconsin,Washburn,0,15638,5285,33.8,,75.0
3113,Wisconsin,Washington,12,133967,30378,22.7,2532.0,15195.0
3114,Wisconsin,Waukesha,64,396731,95193,24.0,1487.0,1305.0
3115,Wisconsin,Waupaca,4,51651,13904,26.9,3476.0,25.0
3116,Wisconsin,Waushara,0,24170,7579,31.4,,25.0
3117,Wisconsin,Winnebago,26,169540,35586,21.0,1369.0,1702.0
3118,Wisconsin,Wood,27,73427,18838,25.7,698.0,1178.0
3119,Wyoming,Albany,4,37944,5887,15.5,1472.0,3478.0
3120,Wyoming,Big Horn,0,11920,3267,27.4,,1085.0
3121,Wyoming,Campbell,14,48116,6482,13.5,463.0,1493.0
3122,Wyoming,Carbon,6,15689,3421,21.8,570.0,239.0
3123,Wyoming,Converse,0,14166,2972,21.0,,25.0
3124,Wyoming,Crook,0,7347,1964,26.7,,1040.0
3125,Wyoming,Fremont,12,40354,9748,24.2,812.0,298.0
3126,Wyoming,Goshen,0,13479,3710,27.5,,1024.0
3127,Wyoming,Hot Springs,0,4741,1646,34.7,,1024.0
3128,Wyoming,Johnson,0,8562,2495,29.1,,6673.0
3129,Wyoming,Laramie,15,97031,20072,20.7,1338.0,1205.0
3130,Wyoming,Lincoln,0,18791,4254,22.6,,5226.0
3131,Wyoming,Natrona,14,81023,16036,19.8,1145.0,1376.0
3132,Wyoming,Niobrara,0,2479,625,25.2,,24.0
3133,Wyoming,Park,4,29276,8475,28.9,2119.0,1074.0
3134,Wyoming,Platte,0,8703,2755,31.7,,173.0
3135,Wyoming,Sheridan,11,29964,8337,27.8,758.0,1262.0
3136,Wyoming,Sublette,0,10037,2292,22.8,,
3137,Wyoming,Sweetwater,10,44527,7015,15.8,702.0,115.0
3138,Wyoming,Teton,6,22923,4298,18.7,716.0,101.0
3139,Wyoming,Uinta,6,20758,3554,17.1,592.0,225.0
3140,Wyoming,Washakie,0,8253,2206,26.7,,18.0
3141,Wyoming,Weston,0,7117,2073,29.1,,12.0
